Unit name,Time From,Time To,Heat Demand,Produced heat,Electricity Price,Electricity usage,Expenses,Primary energy,CO2
GB,07/14/2023 15:00:00,07/14/2023 16:00:00,1.57,1.57,582.75,0,785,0.34540000000000004,67.51
GB,07/14/2023 16:00:00,07/14/2023 17:00:00,1.55,1.55,581.63,0,775,0.341,66.65
GB,07/14/2023 17:00:00,07/14/2023 18:00:00,1.54,1.54,730.95,0,770,0.33880000000000005,66.22
GM,07/14/2023 18:00:00,07/14/2023 19:00:00,1.56,1.56,864.38,-1.1700000000000002,704.6754,0.8233333333333334,277.33333333333337
GM,07/14/2023 19:00:00,07/14/2023 20:00:00,1.56,1.56,1051.43,-1.1700000000000002,485.8268999999998,0.8233333333333334,277.33333333333337
GM,07/14/2023 20:00:00,07/14/2023 21:00:00,1.59,1.59,1049.4,-1.1925000000000001,497.5904999999998,0.8391666666666666,282.66666666666663
GM,07/14/2023 21:00:00,07/14/2023 22:00:00,1.57,1.57,929.4,-1.1775,632.6315,0.8286111111111111,279.1111111111111
GB,07/14/2023 22:00:00,07/14/2023 23:00:00,1.55,1.55,714.38,0,775,0.341,66.65
GB,07/14/2023 23:00:00,07/15/2023 00:00:00,1.62,1.62,607.05,0,810,0.35640000000000005,69.66
GM,02/08/2023 00:00:00,02/08/2023 01:00:00,6.62,3.6,1190.94,-2.7,1368.982899999999,1.9,640
GB,02/08/2023 00:00:00,02/08/2023 01:00:00,3.02,3.02,1190.94,0,1510,0.6644,129.85999999999999
GM,02/08/2023 01:00:00,02/08/2023 02:00:00,6.85,3.6,1154.55,-2.7,1603.4993749999994,1.9,640
GB,02/08/2023 01:00:00,02/08/2023 02:00:00,3.2499999999999996,3.2499999999999996,1154.55,0,1624.9999999999998,0.715,139.74999999999997
GM,02/08/2023 02:00:00,02/08/2023 03:00:00,6.98,3.6,1116.22,-2.7,1834.5883000000003,1.9,640
GB,02/08/2023 02:00:00,02/08/2023 03:00:00,3.3800000000000003,3.3800000000000003,1116.22,0,1690.0000000000002,0.7436000000000001,145.34
GM,02/08/2023 03:00:00,02/08/2023 04:00:00,7.04,3.6,1101.12,-2.7,1930.0864000000001,1.9,640
GB,02/08/2023 03:00:00,02/08/2023 04:00:00,3.44,3.4399999999999995,1101.12,0,1720,0.7568,147.92
OB,02/08/2023 03:00:00,02/08/2023 04:00:00,4.440892098500626E-16,4.440892098500626E-16,1101.12,0,3.1086244689504383E-13,1.3322676295501878E-16,2.942091015256665E-14
GM,02/08/2023 04:00:00,02/08/2023 05:00:00,7.72,3.6,1086.24,-2.7,2202.670399999999,1.9,640
GB,02/08/2023 04:00:00,02/08/2023 05:00:00,4.119999999999999,4.119999999999999,1086.24,0,2059.9999999999995,0.9063999999999999,177.15999999999997
GM,02/08/2023 05:00:00,02/08/2023 06:00:00,7.85,3.6,1109.53,-2.7,2102.6421250000003,1.9,640
GB,02/08/2023 05:00:00,02/08/2023 06:00:00,4.25,4.25,1109.53,0,2125,0.935,182.75
GM,02/08/2023 06:00:00,02/08/2023 07:00:00,8.15,3.6,1307.4,-2.7,973.517499999999,1.9,640
GB,02/08/2023 06:00:00,02/08/2023 07:00:00,4.550000000000001,4.550000000000001,1307.4,0,2275.0000000000005,1.0010000000000003,195.65000000000003
GM,02/08/2023 07:00:00,02/08/2023 08:00:00,7.62,3.6,1463.3,-2.7,19.240499999999884,1.9,640
GB,02/08/2023 07:00:00,02/08/2023 08:00:00,4.02,4.02,1463.3,0,2009.9999999999998,0.8844,172.85999999999999
GM,02/08/2023 08:00:00,02/08/2023 09:00:00,7.55,3.6,1608.78,-2.7,-804.7167500000014,1.9,640
GB,02/08/2023 08:00:00,02/08/2023 09:00:00,3.9499999999999997,3.9499999999999997,1608.78,0,1974.9999999999998,0.869,169.85
GM,02/08/2023 09:00:00,02/08/2023 10:00:00,7.6,3.6,1309.7,-2.7,894.7099999999991,1.9,640
GB,02/08/2023 09:00:00,02/08/2023 10:00:00,3.9999999999999996,3.9999999999999996,1309.7,0,1999.9999999999998,0.88,171.99999999999997
GM,02/08/2023 10:00:00,02/08/2023 11:00:00,7.75,3.6,952.51,-2.7,2988.5356250000004,1.9,640
GB,02/08/2023 10:00:00,02/08/2023 11:00:00,4.15,4.15,952.51,0,2075,0.9130000000000001,178.45000000000002
GM,02/08/2023 11:00:00,02/08/2023 12:00:00,7.06,3.6,882.93,-2.7,3090.88565,1.9,640
GB,02/08/2023 11:00:00,02/08/2023 12:00:00,3.4599999999999995,3.46,882.93,0,1729.9999999999998,0.7612,148.78
GM,02/08/2023 12:00:00,02/08/2023 13:00:00,6.68,3.6,860.31,-2.7,3037.8469000000005,1.9,640
GB,02/08/2023 12:00:00,02/08/2023 13:00:00,3.0799999999999996,3.079999999999999,860.31,0,1539.9999999999998,0.6775999999999999,132.43999999999997
OB,02/08/2023 12:00:00,02/08/2023 13:00:00,4.440892098500626E-16,4.440892098500626E-16,860.31,0,3.1086244689504383E-13,1.3322676295501878E-16,2.942091015256665E-14
GM,02/08/2023 13:00:00,02/08/2023 14:00:00,6.73,3.6,854.88,-2.7,3087.993200000001,1.9,640
GB,02/08/2023 13:00:00,02/08/2023 14:00:00,3.1300000000000003,3.130000000000001,854.88,0,1565.0000000000002,0.6886000000000002,134.59000000000003
GM,02/08/2023 14:00:00,02/08/2023 15:00:00,6.84,3.6,850.12,-2.7,3162.8844,1.9,640
GB,02/08/2023 14:00:00,02/08/2023 15:00:00,3.2399999999999998,3.2399999999999993,850.12,0,1619.9999999999998,0.7128,139.32
OB,02/08/2023 14:00:00,02/08/2023 15:00:00,4.440892098500626E-16,4.440892098500626E-16,850.12,0,3.1086244689504383E-13,1.3322676295501878E-16,2.942091015256665E-14
GM,02/08/2023 15:00:00,02/08/2023 16:00:00,7.3,3.6,933.09,-2.7,2921.3322499999995,1.9,640
GB,02/08/2023 15:00:00,02/08/2023 16:00:00,3.6999999999999997,3.7,933.09,0,1849.9999999999998,0.8140000000000001,159.1
GM,02/08/2023 16:00:00,02/08/2023 17:00:00,7.39,3.6,953.26,-2.7,2845.55645,1.9,640
GB,02/08/2023 16:00:00,02/08/2023 17:00:00,3.7899999999999996,3.7899999999999996,953.26,0,1894.9999999999998,0.8338,162.96999999999997
GM,02/08/2023 17:00:00,02/08/2023 18:00:00,7.68,3.6,951.1,-2.7,2969.6639999999998,1.9,640
GB,02/08/2023 17:00:00,02/08/2023 18:00:00,4.08,4.08,951.1,0,2040,0.8976000000000002,175.44000000000003
GB,02/08/2023 18:00:00,02/08/2023 19:00:00,7.38,5,765.21,0,3690,1.1,215
GM,02/08/2023 18:00:00,02/08/2023 19:00:00,2.38,2.38,765.21,-1.7850000000000001,1252.10015,1.256111111111111,423.1111111111111
GB,02/08/2023 19:00:00,02/08/2023 20:00:00,7.4,5,716.47,0,3700,1.1,215
GM,02/08/2023 19:00:00,02/08/2023 20:00:00,2.4000000000000004,2.4000000000000004,716.47,-1.8000000000000003,1350.354,1.2666666666666668,426.66666666666674
GB,02/08/2023 20:00:00,02/08/2023 21:00:00,7.56,5,696.3,0,3780,1.1,215
GM,02/08/2023 20:00:00,02/08/2023 21:00:00,2.5599999999999996,2.5599999999999996,696.3,-1.92,1479.1039999999998,1.351111111111111,455.1111111111111
GB,02/08/2023 21:00:00,02/08/2023 22:00:00,7.69,5,665.34,0,3845,1.1,215
GM,02/08/2023 21:00:00,02/08/2023 22:00:00,2.6900000000000004,2.6900000000000004,665.34,-2.0175000000000005,1616.6765500000001,1.4197222222222223,478.2222222222223
GB,02/08/2023 22:00:00,02/08/2023 23:00:00,7.66,5,663.56,0,3830,1.1,215
GM,02/08/2023 22:00:00,02/08/2023 23:00:00,2.66,2.66,663.56,-1.9950000000000003,1602.1978,1.403888888888889,472.8888888888889
GB,02/08/2023 23:00:00,02/09/2023 00:00:00,7.54,5,636.77,0,3770,1.1,215
GM,02/08/2023 23:00:00,02/09/2023 00:00:00,2.54,2.54,636.77,-1.9050000000000002,1580.9531499999998,1.3405555555555555,451.5555555555556
GB,02/09/2023 00:00:00,02/09/2023 01:00:00,7.58,5,615.31,0,3790,1.1,215
GM,02/09/2023 00:00:00,02/09/2023 01:00:00,2.58,2.58,615.31,-1.935,1647.37515,1.3616666666666666,458.6666666666667
GB,02/09/2023 01:00:00,02/09/2023 02:00:00,7.68,5,588.89,0,3840,1.1,215
EK,02/09/2023 01:00:00,02/09/2023 02:00:00,2.6799999999999997,2.6799999999999997,588.89,2.6799999999999997,1712.2251999999999,0,0
GB,02/09/2023 02:00:00,02/09/2023 03:00:00,7.71,5,577.88,0,3855,1.1,215
EK,02/09/2023 02:00:00,02/09/2023 03:00:00,2.71,2.71,577.88,2.71,1701.5548,0,0
GB,02/09/2023 03:00:00,02/09/2023 04:00:00,7.7,5,577.66,0,3850,1.1,215
EK,02/09/2023 03:00:00,02/09/2023 04:00:00,2.7,2.7,577.66,2.7,1694.682,0,0
GB,02/09/2023 04:00:00,02/09/2023 05:00:00,8.16,5,583.16,0,4080,1.1,215
EK,02/09/2023 04:00:00,02/09/2023 05:00:00,3.16,3.16,583.16,3.16,2000.7856,0,0
GB,02/09/2023 05:00:00,02/09/2023 06:00:00,8.45,5,617.99,0,4225,1.1,215
GM,02/09/2023 05:00:00,02/09/2023 06:00:00,3.4499999999999993,3.4499999999999993,617.99,-2.5874999999999995,2195.9508749999995,1.8208333333333329,613.3333333333333
GB,02/09/2023 06:00:00,02/09/2023 07:00:00,8.51,5,629.23,0,4255,1.1,215
GM,02/09/2023 06:00:00,02/09/2023 07:00:00,3.51,3.51,629.23,-2.6325,2204.552025,1.8524999999999996,623.9999999999999
GB,02/09/2023 07:00:00,02/09/2023 08:00:00,7.79,5,689.06,0,3895,1.1,215
GM,02/09/2023 07:00:00,02/09/2023 08:00:00,2.79,2.79,689.06,-2.0925000000000002,1627.14195,1.4725,496
GB,02/09/2023 08:00:00,02/09/2023 09:00:00,7.64,5,769.66,0,3820,1.1,215
GM,02/09/2023 08:00:00,02/09/2023 09:00:00,2.6399999999999997,2.6399999999999997,769.66,-1.98,1380.0731999999998,1.393333333333333,469.3333333333333
GM,02/09/2023 09:00:00,02/09/2023 10:00:00,7.71,3.6,802.85,-2.7,3838.519875,1.9,640
GB,02/09/2023 09:00:00,02/09/2023 10:00:00,4.109999999999999,4.109999999999999,802.85,0,2054.9999999999995,0.9041999999999999,176.72999999999996
GB,02/09/2023 10:00:00,02/09/2023 11:00:00,7.64,5,781.42,0,3820,1.1,215
GM,02/09/2023 10:00:00,02/09/2023 11:00:00,2.6399999999999997,2.6399999999999997,781.42,-1.98,1356.7883999999997,1.393333333333333,469.3333333333333
GB,02/09/2023 11:00:00,02/09/2023 12:00:00,6.99,5,716.9,0,3495,1.1,215
GM,02/09/2023 11:00:00,02/09/2023 12:00:00,1.9900000000000002,1.9900000000000002,716.9,-1.4925000000000002,1119.0267500000002,1.0502777777777779,353.7777777777778
GB,02/09/2023 12:00:00,02/09/2023 13:00:00,6.39,5,692.56,0,3195,1.1,215
GM,02/09/2023 12:00:00,02/09/2023 13:00:00,1.3899999999999997,1.3899999999999997,692.56,-1.0424999999999998,807.0061999999997,0.7336111111111109,247.11111111111106
GB,02/09/2023 13:00:00,02/09/2023 14:00:00,6.22,5,678.35,0,3110,1.1,215
GM,02/09/2023 13:00:00,02/09/2023 14:00:00,1.2199999999999998,1.2199999999999998,678.35,-0.9149999999999998,721.3097499999999,0.6438888888888887,216.88888888888883
GB,02/09/2023 14:00:00,02/09/2023 15:00:00,6.28,5,647.02,0,3140,1.1,215
GM,02/09/2023 14:00:00,02/09/2023 15:00:00,1.2800000000000002,1.2800000000000002,647.02,-0.9600000000000003,786.8608,0.6755555555555557,227.5555555555556
GB,02/09/2023 15:00:00,02/09/2023 16:00:00,6.78,5,645.53,0,3390,1.1,215
GM,02/09/2023 15:00:00,02/09/2023 16:00:00,1.7800000000000002,1.7800000000000002,645.53,-1.3350000000000002,1096.21745,0.9394444444444445,316.4444444444445
GB,02/09/2023 16:00:00,02/09/2023 17:00:00,7.01,5,650.07,0,3505,1.1,215
GM,02/09/2023 16:00:00,02/09/2023 17:00:00,2.01,2.01,650.07,-1.5074999999999998,1231.0194749999996,1.060833333333333,357.33333333333326
GB,02/09/2023 17:00:00,02/09/2023 18:00:00,7.18,5,647.16,0,3590,1.1,215
GM,02/09/2023 17:00:00,02/09/2023 18:00:00,2.1799999999999997,2.1799999999999997,647.16,-1.635,1339.8933999999995,1.1505555555555553,387.55555555555554
GB,02/09/2023 18:00:00,02/09/2023 19:00:00,6.65,5,649.7,0,3325,1.1,215
GM,02/09/2023 18:00:00,02/09/2023 19:00:00,1.6500000000000004,1.6500000000000004,649.7,-1.2375000000000003,1010.9962500000001,0.8708333333333335,293.33333333333337
GB,02/09/2023 19:00:00,02/09/2023 20:00:00,6.72,5,638.53,0,3360,1.1,215
GM,02/09/2023 19:00:00,02/09/2023 20:00:00,1.7199999999999998,1.7199999999999998,638.53,-1.2899999999999998,1068.2963,0.9077777777777776,305.7777777777777
GB,02/09/2023 20:00:00,02/09/2023 21:00:00,6.86,5,625.29,0,3430,1.1,215
GM,02/09/2023 20:00:00,02/09/2023 21:00:00,1.8600000000000003,1.8600000000000003,625.29,-1.3950000000000002,1173.7204500000003,0.9816666666666667,330.6666666666667
GB,02/09/2023 21:00:00,02/09/2023 22:00:00,6.83,5,621.34,0,3415,1.1,215
GM,02/09/2023 21:00:00,02/09/2023 22:00:00,1.83,1.8299999999999998,621.34,-1.3725,1160.21085,0.9658333333333332,325.3333333333333
EK,02/09/2023 21:00:00,02/09/2023 22:00:00,2.220446049250313E-16,2.220446049250313E-16,621.34,2.220446049250313E-16,1.4906742507037053E-13,0,0
GB,02/09/2023 22:00:00,02/09/2023 23:00:00,6.86,5,624.62,0,3430,1.1,215
GM,02/09/2023 22:00:00,02/09/2023 23:00:00,1.8600000000000003,1.8600000000000003,624.62,-1.3950000000000002,1174.6551000000004,0.9816666666666667,330.6666666666667
GB,02/09/2023 23:00:00,02/10/2023 00:00:00,6.78,5,620.15,0,3390,1.1,215
GM,02/09/2023 23:00:00,02/10/2023 00:00:00,1.7800000000000002,1.7800000000000002,620.15,-1.3350000000000002,1130.09975,0.9394444444444445,316.4444444444445
GB,02/10/2023 00:00:00,02/10/2023 01:00:00,6.8,5,580.99,0,3400,1.1,215
EK,02/10/2023 00:00:00,02/10/2023 01:00:00,1.7999999999999998,1.7999999999999998,580.99,1.7999999999999998,1135.782,0,0
GB,02/10/2023 01:00:00,02/10/2023 02:00:00,6.8,5,592.3,0,3400,1.1,215
EK,02/10/2023 01:00:00,02/10/2023 02:00:00,1.7999999999999998,1.7999999999999998,592.3,1.7999999999999998,1156.1399999999999,0,0
GB,02/10/2023 02:00:00,02/10/2023 03:00:00,6.82,5,622.22,0,3410,1.1,215
GM,02/10/2023 02:00:00,02/10/2023 03:00:00,1.8200000000000003,1.8200000000000003,622.22,-1.3650000000000004,1152.6697,0.9605555555555557,323.5555555555556
GB,02/10/2023 03:00:00,02/10/2023 04:00:00,6.95,5,634.79,0,3475,1.1,215
GM,02/10/2023 03:00:00,02/10/2023 04:00:00,1.9500000000000002,1.9500000000000004,634.79,-1.4625000000000004,1216.6196249999998,1.0291666666666668,346.66666666666674
GB,02/10/2023 04:00:00,02/10/2023 05:00:00,7.73,5,659.87,0,3865,1.1,215
GM,02/10/2023 04:00:00,02/10/2023 05:00:00,2.7300000000000004,2.7300000000000004,659.87,-2.0475000000000003,1651.9161750000003,1.4408333333333334,485.33333333333337
GB,02/10/2023 05:00:00,02/10/2023 06:00:00,7.9,5,706.76,0,3950,1.1,215
GM,02/10/2023 05:00:00,02/10/2023 06:00:00,2.9000000000000004,2.9000000000000004,706.76,-2.1750000000000003,1652.7970000000003,1.5305555555555554,515.5555555555555
GB,02/10/2023 06:00:00,02/10/2023 07:00:00,8.11,5,795.76,0,4054.9999999999995,1.1,215
GM,02/10/2023 06:00:00,02/10/2023 07:00:00,3.1099999999999994,3.1099999999999994,795.76,-2.3324999999999996,1564.8898,1.6413888888888886,552.8888888888888
GM,02/10/2023 07:00:00,02/10/2023 08:00:00,7.62,3.6,1235.88,-2.7,1318.9457999999986,1.9,640
GB,02/10/2023 07:00:00,02/10/2023 08:00:00,4.02,4.02,1235.88,0,2009.9999999999998,0.8844,172.85999999999999
GM,02/10/2023 08:00:00,02/10/2023 09:00:00,7.64,3.6,1310.52,-2.7,894.7204000000002,1.9,640
GB,02/10/2023 08:00:00,02/10/2023 09:00:00,4.039999999999999,4.039999999999999,1310.52,0,2019.9999999999995,0.8887999999999999,173.71999999999997
GM,02/10/2023 09:00:00,02/10/2023 10:00:00,7.44,3.6,1072.23,-2.7,2200.9565999999986,1.9,640
GB,02/10/2023 09:00:00,02/10/2023 10:00:00,3.8400000000000003,3.84,1072.23,0,1920.0000000000002,0.8448000000000001,165.12
OB,02/10/2023 09:00:00,02/10/2023 10:00:00,4.440892098500626E-16,4.440892098500626E-16,1072.23,0,3.1086244689504383E-13,1.3322676295501878E-16,2.942091015256665E-14
GM,02/10/2023 10:00:00,02/10/2023 11:00:00,7.26,3.6,847.86,-2.7,3369.4022999999997,1.9,640
GB,02/10/2023 10:00:00,02/10/2023 11:00:00,3.6599999999999997,3.66,847.86,0,1829.9999999999998,0.8052,157.38
GB,02/10/2023 11:00:00,02/10/2023 12:00:00,7.03,5,740.32,0,3515,1.1,215
GM,02/10/2023 11:00:00,02/10/2023 12:00:00,2.0300000000000002,2.0300000000000002,740.32,-1.5225000000000004,1105.8628,1.071388888888889,360.88888888888897
GB,02/10/2023 12:00:00,02/10/2023 13:00:00,6.77,5,706.46,0,3385,1.1,215
GM,02/10/2023 12:00:00,02/10/2023 13:00:00,1.7699999999999996,1.7699999999999996,706.46,-1.3274999999999997,1009.1743499999997,0.9341666666666664,314.6666666666666
GB,02/10/2023 13:00:00,02/10/2023 14:00:00,6.72,5,671.18,0,3360,1.1,215
GM,02/10/2023 13:00:00,02/10/2023 14:00:00,1.7199999999999998,1.7199999999999998,671.18,-1.2899999999999998,1026.1778,0.9077777777777776,305.7777777777777
GB,02/10/2023 14:00:00,02/10/2023 15:00:00,6.9,5,615.67,0,3450,1.1,215
GM,02/10/2023 14:00:00,02/10/2023 15:00:00,1.9000000000000004,1.9000000000000006,615.67,-1.4250000000000005,1212.6702500000001,1.002777777777778,337.7777777777778
GB,02/10/2023 15:00:00,02/10/2023 16:00:00,7.34,5,608.6,0,3670,1.1,215
GM,02/10/2023 15:00:00,02/10/2023 16:00:00,2.34,2.34,608.6,-1.755,1505.907,1.2349999999999999,415.99999999999994
GB,02/10/2023 16:00:00,02/10/2023 17:00:00,7.48,5,597.21,0,3740,1.1,215
EK,02/10/2023 16:00:00,02/10/2023 17:00:00,2.4800000000000004,2.4800000000000004,597.21,2.4800000000000004,1605.0808000000004,0,0
GB,02/10/2023 17:00:00,02/10/2023 18:00:00,7.45,5,603.39,0,3725,1.1,215
GM,02/10/2023 17:00:00,02/10/2023 18:00:00,2.45,2.45,603.39,-1.8375000000000001,1586.270875,1.2930555555555556,435.55555555555554
GB,02/10/2023 18:00:00,02/10/2023 19:00:00,6.92,5,593.12,0,3460,1.1,215
EK,02/10/2023 18:00:00,02/10/2023 19:00:00,1.92,1.92,593.12,1.92,1234.7903999999999,0,0
GB,02/10/2023 19:00:00,02/10/2023 20:00:00,6.82,5,578.01,0,3410,1.1,215
EK,02/10/2023 19:00:00,02/10/2023 20:00:00,1.8200000000000003,1.8200000000000003,578.01,1.8200000000000003,1142.9782000000002,0,0
GB,02/10/2023 20:00:00,02/10/2023 21:00:00,6.78,5,544.08,0,3390,1.1,215
EK,02/10/2023 20:00:00,02/10/2023 21:00:00,1.7800000000000002,1.7800000000000002,544.08,1.7800000000000002,1057.4624000000003,0,0
GB,02/10/2023 21:00:00,02/10/2023 22:00:00,6.68,5,527.93,0,3340,1.1,215
EK,02/10/2023 21:00:00,02/10/2023 22:00:00,1.6799999999999997,1.6799999999999997,527.93,1.6799999999999997,970.9223999999998,0,0
GB,02/10/2023 22:00:00,02/10/2023 23:00:00,6.56,5,499.2,0,3280,1.1,215
EK,02/10/2023 22:00:00,02/10/2023 23:00:00,1.5599999999999996,1.5599999999999996,499.2,1.5599999999999996,856.7519999999998,0,0
EK,02/10/2023 23:00:00,02/11/2023 00:00:00,6.46,6.46,334.89,6.46,2486.3894,0,0
GB,02/11/2023 00:00:00,02/11/2023 01:00:00,6.35,5,557.82,0,3175,1.1,215
EK,02/11/2023 00:00:00,02/11/2023 01:00:00,1.3499999999999996,1.3499999999999996,557.82,1.3499999999999996,820.5569999999999,0,0
GB,02/11/2023 01:00:00,02/11/2023 02:00:00,6.31,5,577.84,0,3155,1.1,215
EK,02/11/2023 01:00:00,02/11/2023 02:00:00,1.3099999999999996,1.3099999999999996,577.84,1.3099999999999996,822.4703999999998,0,0
GB,02/11/2023 02:00:00,02/11/2023 03:00:00,6.37,5,576.8,0,3185,1.1,215
EK,02/11/2023 02:00:00,02/11/2023 03:00:00,1.37,1.37,576.8,1.37,858.716,0,0
GB,02/11/2023 03:00:00,02/11/2023 04:00:00,6.43,5,573.45,0,3215,1.1,215
EK,02/11/2023 03:00:00,02/11/2023 04:00:00,1.4299999999999997,1.4299999999999997,573.45,1.4299999999999997,891.5334999999999,0,0
GB,02/11/2023 04:00:00,02/11/2023 05:00:00,7.04,5,576.58,0,3520,1.1,215
EK,02/11/2023 04:00:00,02/11/2023 05:00:00,2.04,2.04,576.58,2.04,1278.2232000000001,0,0
GB,02/11/2023 05:00:00,02/11/2023 06:00:00,6.96,5,566.53,0,3480,1.1,215
EK,02/11/2023 05:00:00,02/11/2023 06:00:00,1.96,1.96,566.53,1.96,1208.3988,0,0
GB,02/11/2023 06:00:00,02/11/2023 07:00:00,6.96,5,580.97,0,3480,1.1,215
EK,02/11/2023 06:00:00,02/11/2023 07:00:00,1.96,1.96,580.97,1.96,1236.7012,0,0
GB,02/11/2023 07:00:00,02/11/2023 08:00:00,6.61,5,587.59,0,3305,1.1,215
EK,02/11/2023 07:00:00,02/11/2023 08:00:00,1.6100000000000003,1.6100000000000003,587.59,1.6100000000000003,1026.5199000000002,0,0
GB,02/11/2023 08:00:00,02/11/2023 09:00:00,6.82,5,595.41,0,3410,1.1,215
EK,02/11/2023 08:00:00,02/11/2023 09:00:00,1.8200000000000003,1.8200000000000003,595.41,1.8200000000000003,1174.6462000000001,0,0
GB,02/11/2023 09:00:00,02/11/2023 10:00:00,6.89,5,607.17,0,3445,1.1,215
GM,02/11/2023 09:00:00,02/11/2023 10:00:00,1.8899999999999997,1.8899999999999997,607.17,-1.4174999999999998,1218.3365249999997,0.9974999999999998,335.99999999999994
GB,02/11/2023 10:00:00,02/11/2023 11:00:00,6.69,5,612.83,0,3345,1.1,215
GM,02/11/2023 10:00:00,02/11/2023 11:00:00,1.6900000000000004,1.6900000000000004,612.83,-1.2675000000000003,1082.237975,0.8919444444444447,300.4444444444445
GB,02/11/2023 11:00:00,02/11/2023 12:00:00,6.62,5,607.17,0,3310,1.1,215
GM,02/11/2023 11:00:00,02/11/2023 12:00:00,1.62,1.62,607.17,-1.215,1044.2884500000002,0.855,288
GB,02/11/2023 12:00:00,02/11/2023 13:00:00,6.5,5,600.03,0,3250,1.1,215
GM,02/11/2023 12:00:00,02/11/2023 13:00:00,1.5,1.5,600.03,-1.125,974.9662500000001,0.7916666666666665,266.66666666666663
GB,02/11/2023 13:00:00,02/11/2023 14:00:00,6.4,5,603.9,0,3200,1.1,215
